"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","company_industry","company_url","company_url_direct","company_addresses","company_num_employees","company_revenue","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type","searched_site","searched_location","search_term"
"li-4446524023","linkedin","https://www.linkedin.com/jobs/view/4446524023","","Associate Software Development Engineer (Remote US)","Revvity","Boston, MA","2026-07-29","","","","","","",True,"","","","","","https://www.linkedin.com/company/revvity","","","","","","","","","","","linkedin","Boston, MA","junior software engineer"
"in-99bebc0f7af2f6dc","indeed","https://www.indeed.com/viewjob?jk=99bebc0f7af2f6dc","https://grnh.se/e81f26431us","Senior Software Development Engineer in Test","Qualia","Austin, TX, US","2026-07-28","","","","","","",True,"","","","","","https://www.indeed.com/cmp/Qualia-4","http://www.qualia.com","50 Fremont St #3600, San Francisco, CA 94105","501 to 1,000","","","","","","","","indeed","Austin, TX","junior software engineer"
"in-c1db81835fef990c","indeed","https://www.indeed.com/viewjob?jk=c1db81835fef990c","https://grnh.se/26b3gz4w1us","Senior Production Support Engineer","Marqeta","Oakland, CA, US","2026-07-28","","direct_data","yearly",86500.0,108100.0,"USD",True,"","","","","Banks And Financial Services","https://www.indeed.com/cmp/Marqeta","http://www.marqeta.com","Oakland","501 to 1,000","","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-67516f00c9c55168","indeed","https://www.indeed.com/viewjob?jk=67516f00c9c55168","https://careers-americas.icims.com/jobs/25586/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f","Principal Backend Software Engineer","Atlassian","San Francisco, CA, US","2026-07-28","","direct_data","yearly",174051.0,273775.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Atlassian","https://www.atlassian.com","Sydney","10,000+","Decline to state","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-aa19ee53997b5785","indeed","https://www.indeed.com/viewjob?jk=aa19ee53997b5785","https://jobs.ashbyhq.com/eliza/3190c7b1-a01f-42e0-9a16-2c6dfc40eb8d?utm_source=zqmKWMbPwV","Associate Forward Deployed Engineer","Eliza","Remote, US","2026-07-28","fulltime","","","","","",True,"","","","","","https://www.indeed.com/cmp/Eliza","","","","","","","","","","","indeed","Remote","software engineer internship"
"in-f538251017b46379","indeed","https://www.indeed.com/viewjob?jk=f538251017b46379","https://uhg.taleo.net/careersection/10000/jobdetail.ftl?job=2368186&lang=en","Sr Software Engineer","Optum","Basking Ridge, NJ, US","2026-07-27","fulltime","direct_data","yearly",91700.0,163700.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Optum","https://www.optum.com","Eden Prairie, MN","10,000+","more than $10B (USD)","","","","","","","indeed","New York, NY","junior software engineer"
"in-192c0a1b3bfa69c2","indeed","https://www.indeed.com/viewjob?jk=192c0a1b3bfa69c2","https://recruiting.ultipro.com/HOL1002HPHM/JobBoard/be27b89b-3cb9-491f-a1b0-42f8b077a9dd/OpportunityDetail?opportunityId=4c23f109-e240-40d7-b658-774d2431232d&postingId=9be6a053-3a7c-4028-804a-18a80276b3a4","Lead Snowflake DBA (Contract to Hire)","Macmillan Publishers","New York, NY, US","2026-07-27","","","hourly","","","USD",True,"","","","","Media News And Publishing","https://www.indeed.com/cmp/Macmillan-Publishers","http://www.macmillan.com","New York, NY","1,001 to 5,000","$500M to $1B (USD)","","","","","","","indeed","New York, NY","junior software engineer"
"in-6a7527937ff02f34","indeed","https://www.indeed.com/viewjob?jk=6a7527937ff02f34","https://jobs.smartrecruiters.com/Sectigo/3743990014287646-network-engineer","Network Engineer","Sectigo","Manchester, NH, US","2026-07-27","fulltime","direct_data","yearly",55000.0,62000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Sectigo","http://www.sectigo.com","Salford","201 to 500","","","","","","","","indeed","Boston, MA","junior software engineer"
"in-c4755487948518c9","indeed","https://www.indeed.com/viewjob?jk=c4755487948518c9","https://careers.moove.io/jobs/8133642-software-engineer","Software Engineer","Moove","Remote, US","2026-07-27","internship","","","","","",True,"","","","","","https://www.indeed.com/cmp/Moove-6","","","","","","","","","","","indeed","Remote","software engineer internship"
"in-f5bcd53ce2610836","indeed","https://www.indeed.com/viewjob?jk=f5bcd53ce2610836","https://grnh.se/6jj3kd7y3us","Product Security Engineer II","Affirm","San Francisco, CA, US","2026-07-27","","direct_data","yearly",146000.0,225000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Affirm","https://www.affirm.com","San Francisco, CA","1,001 to 5,000","Decline to state","","","","","","","indeed","San Francisco, CA","software engineer internship"
"li-4445396111","linkedin","https://www.linkedin.com/jobs/view/4445396111","","Remote Junior Front-End Developer Role","PulseMediaNL","Medina, Al Madinah, Saudi Arabia","2026-07-26","","","","","","",True,"","","","","","https://es.linkedin.com/company/pulsemedianl","","","","","","","","","","","linkedin","Remote","junior software engineer"
"li-4444663200","linkedin","https://www.linkedin.com/jobs/view/4444663200","","Typescript Open Source Contributor - Remote","YO IT Consulting","Seattle, WA","2026-07-25","","","","","","",True,"","","","","","https://ae.linkedin.com/company/yohritconsulting","","","","","","","","","","","linkedin","Seattle, WA","junior software engineer"
"li-4444775530","linkedin","https://www.linkedin.com/jobs/view/4444775530","","Frontend Software Engineer - Remote","YO IT Consulting","Seattle, WA","2026-07-24","","","","","","",True,"","","","","","https://ae.linkedin.com/company/yohritconsulting","","","","","","","","","","","linkedin","Seattle, WA","junior software engineer"
"li-4444771731","linkedin","https://www.linkedin.com/jobs/view/4444771731","","Frontend Software Engineer - Remote","YO IT Consulting","Boston, MA","2026-07-24","","","","","","",True,"","","","","","https://ae.linkedin.com/company/yohritconsulting","","","","","","","","","","","linkedin","Boston, MA","junior software engineer"
"li-4444329719","linkedin","https://www.linkedin.com/jobs/view/4444329719","","Web Developer (HTML,CSS) | $90/hr Remote","Crossing Hurdles","","2026-07-24","","","","","","",True,"","","","","","https://www.linkedin.com/company/crossinghurdles","","","","","","","","","","","linkedin","Remote","junior software engineer"
"in-b7a21be93108e1cb","indeed","https://www.indeed.com/viewjob?jk=b7a21be93108e1cb","https://click.appcast.io/t/ffKF9TPS3fEMPcA5oR2amQlnBEUsOE2Dd3tYn_wIPEo=","Forward Deploy Engineer","JLL","San Francisco, CA, US","2026-07-24","fulltime","direct_data","yearly",220000.0,320000.0,"USD",True,"","","","HRSCLeaves@jll.com","Real Estate","https://www.indeed.com/cmp/Jll","https://www.us.jll.com/en/careers","200 East Randolph Street
Chicago, Illinois 60601","10,000+","more than $10B (USD)","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-bea0d9e7022fd324","indeed","https://www.indeed.com/viewjob?jk=bea0d9e7022fd324","https://grnh.se/9z3z4l392us","Senior Machine Learning Engineer","Agero","Medford, MA, US","2026-07-24","","direct_data","yearly",133800.0,180600.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Agero-8","http://www.agero.com","Medford, MA","1,001 to 5,000","$500M to $1B (USD)","","","","","","","indeed","Boston, MA","junior software engineer"
"in-e00458dd00ce6b98","indeed","https://www.indeed.com/viewjob?jk=e00458dd00ce6b98","https://grnh.se/p422r6fp3us","Sr. Forward Deployed Engineer","Cohere Health","Boston, MA, US","2026-07-24","","direct_data","yearly",135000.0,160000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Cohere-Health-2","https://www.coherehealth.com/","Boston, MA
Hyderabad, India","501 to 1,000","","","","","","","","indeed","Boston, MA","junior software engineer"
"in-9a05767ec7d35d72","indeed","https://www.indeed.com/viewjob?jk=9a05767ec7d35d72","https://grnh.se/qz56c5b31us","Staff Engineer, Inference Optimizations","DigitalOcean","Boston, MA, US","2026-07-23","","direct_data","yearly",191200.0,239000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Digitalocean","https://www.digitalocean.com/","105 Edgeview Drive, Suite 425, Broomfield, CO, United States, 80021","1,001 to 5,000","$1B to $5B (USD)","","","","","","","indeed","Boston, MA","junior software engineer"
"in-e0c3a5ca610eb899","indeed","https://www.indeed.com/viewjob?jk=e0c3a5ca610eb899","https://grnh.se/k6zs1q2w1us","Staff Engineer, Inference Optimizations","DigitalOcean","San Francisco, CA, US","2026-07-23","","direct_data","yearly",191200.0,239000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Digitalocean","https://www.digitalocean.com/","105 Edgeview Drive, Suite 425, Broomfield, CO, United States, 80021","1,001 to 5,000","$1B to $5B (USD)","","","","","","","indeed","San Francisco, CA","junior software engineer"
"li-4444286973","linkedin","https://www.linkedin.com/jobs/view/4444286973","","Entry-Level Software Engineer | Remote","Crossing Hurdles","","2026-07-23","","","","","","",True,"","","","","","https://www.linkedin.com/company/crossinghurdles","","","","","","","","","","","linkedin","Remote","junior software engineer"
"in-6758587d17ab7a3e","indeed","https://www.indeed.com/viewjob?jk=6758587d17ab7a3e","https://grnh.se/7j9ynvde1us","Senior Engineer, Inference Data Plane","DigitalOcean","Boston, MA, US","2026-07-23","","direct_data","yearly",139200.0,174000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Digitalocean","https://www.digitalocean.com/","105 Edgeview Drive, Suite 425, Broomfield, CO, United States, 80021","1,001 to 5,000","$1B to $5B (USD)","","","","","","","indeed","Boston, MA","junior software engineer"
"in-9cdbb456c3c9828a","indeed","https://www.indeed.com/viewjob?jk=9cdbb456c3c9828a","https://app.trinethire.com/companies/130621-curative-hr-llc/jobs/122833-software-engineer-l2-finance-accounting-platform?source=indeed","Software Engineer L2 - Finance & Accounting Platform","Curative, Inc.","Austin, TX, US","2026-07-23","fulltime","","yearly","","","USD",True,"","","","","","https://www.indeed.com/cmp/Curative,-Inc.","https://curative.com/","Austin, TX","201 to 500","Decline to state","","","","","","","indeed","Austin, TX","junior software engineer"
"in-855144074d7815a6","indeed","https://www.indeed.com/viewjob?jk=855144074d7815a6","https://grnh.se/vwaodn6f1us","Staff Engineer, Inference Optimizations","DigitalOcean","Austin, TX, US","2026-07-23","","direct_data","yearly",191200.0,239000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Digitalocean","https://www.digitalocean.com/","105 Edgeview Drive, Suite 425, Broomfield, CO, United States, 80021","1,001 to 5,000","$1B to $5B (USD)","","","","","","","indeed","Austin, TX","junior software engineer"
"in-c5e3882fc524d8a4","indeed","https://www.indeed.com/viewjob?jk=c5e3882fc524d8a4","https://grnh.se/7wwt77mz1us","Senior Software Engineer I - AI Inference Data Plane","DigitalOcean","Austin, TX, US","2026-07-23","","direct_data","yearly",139200.0,174000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Digitalocean","https://www.digitalocean.com/","105 Edgeview Drive, Suite 425, Broomfield, CO, United States, 80021","1,001 to 5,000","$1B to $5B (USD)","","","","","","","indeed","Austin, TX","junior software engineer"
"in-d8282f908c624221","indeed","https://www.indeed.com/viewjob?jk=d8282f908c624221","https://grnh.se/7hw6nv5e1us","Senior Software Engineer I - AI Inference Data Plane","DigitalOcean","San Francisco, CA, US","2026-07-23","","direct_data","yearly",139200.0,174000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Digitalocean","https://www.digitalocean.com/","105 Edgeview Drive, Suite 425, Broomfield, CO, United States, 80021","1,001 to 5,000","$1B to $5B (USD)","","","","","","","indeed","San Francisco, CA","junior software engineer"
"li-4435329894","linkedin","https://www.linkedin.com/jobs/view/4435329894","","Junior JavaScript Developer - Remote work | REF#296620","BairesDev","Bengaluru, Karnataka, India","2026-07-22","","","","","","",True,"","","","","","https://www.linkedin.com/company/bairesdev","","","","","","","","","","","linkedin","Remote","junior software engineer"
"in-e006c183fb83228e","indeed","https://www.indeed.com/viewjob?jk=e006c183fb83228e","https://grnh.se/vepk8szz3us","Senior Network Engineer, Axon 911","Axon","New York, NY, US","2026-07-22","","direct_data","yearly",111000.0,177600.0,"USD",True,"","","","axongreenhousesupport@axon.com, recruitingops@axon.com, recruitingops@axon.com","Industrial Manufacturing","https://www.indeed.com/cmp/Axon","https://www.axon.com/company/careers","Scottsdale","501 to 1,000","$100M to $500M (USD)","","","","","","","indeed","New York, NY","junior software engineer"
"in-90afb708df1c9382","indeed","https://www.indeed.com/viewjob?jk=90afb708df1c9382","https://grnh.se/q9lwedbl9us","Senior Electrical Engineer","Woolpert","New York, NY, US","2026-07-22","fulltime","direct_data","yearly",139200.0,174000.0,"USD",True,"","","","askhr@woolpert.com, recruiting@woolpert.com","","https://www.indeed.com/cmp/Woolpert","http://woolpert.com","","Decline to state","Decline to state","","","","","","","indeed","New York, NY","junior software engineer"
"in-0b38a6f4f3651270","indeed","https://www.indeed.com/viewjob?jk=0b38a6f4f3651270","https://wilsonlanguage.hrmdirect.com/employment/view.php?req=3767040&jbsrc=1014&location=cfe19abe-8b3f-5a79-c3e1-5a75ec3089f7","Data Engineering Intern","Wilson Language Training Corp.","Remote, US","2026-07-21","fulltime","direct_data","hourly",25.0,30.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Wilson-Language-Training-Corp.","https://www.wilsonlanguage.com","Oxford, Massachusetts","201 to 500","$100M to $500M (USD)","","","","","","","indeed","Remote","software engineer internship"
"in-5494eba2ad51415a","indeed","https://www.indeed.com/viewjob?jk=5494eba2ad51415a","https://grnh.se/zyp6x2v51us","Staff Technical Product Marketing Manager","DigitalOcean","San Francisco, CA, US","2026-07-21","","direct_data","yearly",180000.0,209000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Digitalocean","https://www.digitalocean.com/","105 Edgeview Drive, Suite 425, Broomfield, CO, United States, 80021","1,001 to 5,000","$1B to $5B (USD)","","","","","","","indeed","San Francisco, CA","junior software engineer"
"li-4435335779","linkedin","https://www.linkedin.com/jobs/view/4435335779","","Junior JavaScript Developer - Remote work | REF#296622","BairesDev","Chennai, Tamil Nadu, India","2026-07-21","","","","","","",True,"","","","","","https://www.linkedin.com/company/bairesdev","","","","","","","","","","","linkedin","Remote","junior software engineer"
"in-48a127bdfaef07a4","indeed","https://www.indeed.com/viewjob?jk=48a127bdfaef07a4","https://grnh.se/qdd5m1153us","Senior Staff Software Engineer","Fivetran","New York, NY, US","2026-07-21","fulltime","direct_data","yearly",207073.0,258841.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Fivetran","https://fivetran.com/","","","","","","","","","","indeed","New York, NY","junior software engineer"
"in-41ed26dc63dad12f","indeed","https://www.indeed.com/viewjob?jk=41ed26dc63dad12f","https://grnh.se/m7fub7qv1us","Senior Technical Product Marketing Manager II","DigitalOcean","San Francisco, CA, US","2026-07-21","","direct_data","yearly",150000.0,174000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Digitalocean","https://www.digitalocean.com/","105 Edgeview Drive, Suite 425, Broomfield, CO, United States, 80021","1,001 to 5,000","$1B to $5B (USD)","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-3016ba40a7cb5e94","indeed","https://www.indeed.com/viewjob?jk=3016ba40a7cb5e94","https://jobs.ashbyhq.com/delinea/27b3ebc2-0117-49ce-90ef-cc2f77edeba7?utm_source=94QNbQ47m0","Manager, Software Development Engineering","Delinea","Redwood City, CA, US","2026-07-20","fulltime","direct_data","yearly",144000.0,181000.0,"USD",True,"","","","","Internet And Software","https://www.indeed.com/cmp/Delinea-3","http://www.delinea.com","1101 17th St. NW
Suite 1102
Washington, DC 20036","501 to 1,000","$1B to $5B (USD)","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-54fa68f69cf2083f","indeed","https://www.indeed.com/viewjob?jk=54fa68f69cf2083f","https://grnh.se/gb70tx6u9us","Data Engineer II - (Remote)","Fanatics Betting & Gaming","New York, NY, US","2026-07-20","fulltime","direct_data","yearly",118000.0,156000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Fanatics-Betting-&-Gaming","","","","","","","","","","","indeed","New York, NY","junior software engineer"
"in-3f8b444c9d5302bd","indeed","https://www.indeed.com/viewjob?jk=3f8b444c9d5302bd","https://grnh.se/x5kcmml74us","Senior Linux Device Programmer","Owl Labs","Boston, MA, US","2026-07-20","","direct_data","yearly",170000.0,185000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Owl-Labs","http://www.owllabs.com","226 Causeway Street,  Boston MA","51 to 200","","","","","","","","indeed","Boston, MA","junior software engineer"
"in-684bc6f3b9c29818","indeed","https://www.indeed.com/viewjob?jk=684bc6f3b9c29818","https://job-boards.greenhouse.io/codepath/jobs/5191010007","Senior Partnership Manager, Higher Education","CodePath.org","Remote, US","2026-07-20","fulltime","direct_data","yearly",130000.0,150000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Codepath.org","https://www.codepath.org","San Francisco","11 to 50","","","","","","","","indeed","Remote","software engineer internship"
"in-be0442e3b90d84d4","indeed","https://www.indeed.com/viewjob?jk=be0442e3b90d84d4","https://grnh.se/xwubotz72us","Tech Support Engineer IV (Remote)","Brain Corp","Austin, TX, US","2026-07-17","","direct_data","hourly",44.0,57.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Brain-Corp","","","","","","","","","","","indeed","Austin, TX","junior software engineer"
"in-7351d224df8f8769","indeed","https://www.indeed.com/viewjob?jk=7351d224df8f8769","https://apply.workable.com/j/833CAFC019","Lighting Artist - GameSim - Talent Pipeline","Keywords Studios","Austin, TX, US","2026-07-17","fulltime","direct_data","yearly",70000.0,80000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Keywords-Studios","http://www.keywordsstudios.com","Dublin, Dublin","10,000+","$25M to $100M (USD)","","","","","","","indeed","Austin, TX","junior software engineer"
"in-78873a3ff4104b83","indeed","https://www.indeed.com/viewjob?jk=78873a3ff4104b83","https://jobs.ashbyhq.com/Deepgram/dc8693b5-72ce-4ca3-ab15-9c8434d35da1?employmentType=FullTime","Software Engineering- Internship (Fall 2026/Summer 2027)","Deepgram","Remote, US","2026-07-17","fulltime","direct_data","hourly",55.0,65.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Deepgram","https://www.deepgram.com","Mountain View","2 to 10","","","","","","","","indeed","Remote","software developer internship"
"in-cba7a72b4aa6c5b3","indeed","https://www.indeed.com/viewjob?jk=cba7a72b4aa6c5b3","https://jobs.lever.co/thinkahead/b044c4f0-4509-425f-8581-58070ded2379?lever-source=Indeed","Software Engineer","Ahead","Remote, US","2026-07-17","fulltime","direct_data","yearly",100000.0,130000.0,"USD",True,"","","","privacy@ahead.com","","https://www.indeed.com/cmp/Ahead-35983ddd","http://www.ahead.com","Chicago, IL","1,001 to 5,000","$1B to $5B (USD)","","","","","","","indeed","Remote","software engineer internship"
"in-f831f340c7fe56b8","indeed","https://www.indeed.com/viewjob?jk=f831f340c7fe56b8","https://careers.asplundhengineering.com/jobs/17628791-senior-electrical-engineer-physical-substation-design?tm_job=5596-OTHLOC-CcjCYfwP&tm_event=view&tm_company=91679","Senior Electrical Engineer, Physical Substation Design","Asplundh Engineering Services","Newark, NJ, US","2026-07-16","fulltime","direct_data","yearly",130000.0,179000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Asplundh-Engineering-Services","","","","","","","","","","","indeed","New York, NY","junior software engineer"
"in-1d88111d9b196dd1","indeed","https://www.indeed.com/viewjob?jk=1d88111d9b196dd1","http://www.indeed.com/job/intern-quality-assurance-analyst-1d88111d9b196dd1","Intern Quality Assurance Analyst","Miracuves","Remote, US","2026-07-16","fulltime, internship","","monthly","","","USD",True,"","","","","","https://www.indeed.com/cmp/Miracuves","","Mumbai","11 to 50","","","","","","","","indeed","Remote","software developer internship"
"in-f810ce0584ff7fde","indeed","https://www.indeed.com/viewjob?jk=f810ce0584ff7fde","https://intel.wd1.myworkdayjobs.com/en-US/External/job/Virtual-US/Sales-Engineer---Dallas--TX_JR0285737","Sales Engineer - Dallas, TX","Intel Corporation","Remote, US","2026-07-16","fulltime","direct_data","yearly",183330.0,352540.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Intel-Corporation","https://jobs.intel.com/","Santa Clara, CA","10,000+","more than $10B (USD)","","","","","","","indeed","Remote","software engineer internship"
"in-c03c2596d3e5ca31","indeed","https://www.indeed.com/viewjob?jk=c03c2596d3e5ca31","https://ats.rippling.com/dlb-associates/jobs/911e8912-6078-471a-abbe-2210bf8ce377?jobSite=Indeed","Construction Coordinator Intern (Electrical)","DLB Associates","Remote, US","2026-07-16","internship","","","","","",True,"","","","","","https://www.indeed.com/cmp/Dlb-Associates","http://www.dlbassociates.com","We are fully remote. Live anywhere in the US!","201 to 500","$25M to $100M (USD)","","","","","","","indeed","Remote","software engineer internship"
"in-6717dfb66d2a7e1c","indeed","https://www.indeed.com/viewjob?jk=6717dfb66d2a7e1c","https://jobs.ashbyhq.com/TigerData/d07c7cb2-c304-455c-9941-55e14f8a92c5","Senior Software Engineer, Enterprise","Tiger Data","Remote, US","2026-07-16","fulltime","","","","","",True,"","","","","","https://www.indeed.com/cmp/Tiger-Data","","","","","","","","","","","indeed","Remote","backend engineer internship"
"in-803e2e8f70751635","indeed","https://www.indeed.com/viewjob?jk=803e2e8f70751635","https://careers-americas.icims.com/jobs/25758/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f","Strategic Account Executive - West","Atlassian","San Francisco, CA, US","2026-07-16","","direct_data","yearly",205740.0,255000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Atlassian","https://www.atlassian.com","Sydney","10,000+","Decline to state","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-1f5b0652f70982aa","indeed","https://www.indeed.com/viewjob?jk=1f5b0652f70982aa","https://grnh.se/ycp1wsap1us","Senior Director, Inference Products and Optimizations","DigitalOcean","San Francisco, CA, US","2026-07-16","","direct_data","yearly",274400.0,343000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Digitalocean","https://www.digitalocean.com/","105 Edgeview Drive, Suite 425, Broomfield, CO, United States, 80021","1,001 to 5,000","$1B to $5B (USD)","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-30fb93e0c3d64db4","indeed","https://www.indeed.com/viewjob?jk=30fb93e0c3d64db4","https://careers.cisco.com/global/en/job/2019201","Staff Software Engineer","Cisco","Seattle, WA, US","2026-07-15","fulltime","direct_data","yearly",166300.0,307800.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Cisco","http://www.cisco.com","San Jose, CA","10,000+","more than $10B (USD)","","","","","","","indeed","Seattle, WA","junior software engineer"
"in-837022ea7ecd19ca","indeed","https://www.indeed.com/viewjob?jk=837022ea7ecd19ca","https://homedepot.contacthr.com/152743776","Staff Software Engineer - Mobile Applications (Remote)","The Home Depot","Austin, TX, US","2026-07-15","","direct_data","yearly",90000.0,180000.0,"USD",True,"","","","","","https://www.indeed.com/cmp/The-Home-Depot","http://www.careers.homedepot.com","Atlanta, GA","10,000+","more than $10B (USD)","","","","","","","indeed","Austin, TX","junior software engineer"
"in-d055095a85ce255e","indeed","https://www.indeed.com/viewjob?jk=d055095a85ce255e","https://zendesk.wd1.myworkdayjobs.com/en-US/zendesk/job/Austin-Texas-United-States-of-America/Senior-Counsel_R35184-1","Senior Counsel, Product (AI)","Zendesk","Austin, TX, US","2026-07-15","fulltime","direct_data","yearly",216000.0,324000.0,"USD",True,"","","","peopleandplaces@zendesk.com","","https://www.indeed.com/cmp/Zendesk","http://www.zendesk.com","San Francisco, CA","5,001 to 10,000","$1B to $5B (USD)","","","","","","","indeed","Austin, TX","junior software engineer"
"in-5760ca9d3169d59a","indeed","https://www.indeed.com/viewjob?jk=5760ca9d3169d59a","https://click.appcast.io/t/PY1VHgzZQJoKpGp6TokfbZZj9XK3JOTxPG1fuFhlRwg=","Staff Software Engineer (Agentic AI & Cloud Solutions)","CVS Health","Boston, MA, US","2026-07-14","fulltime","direct_data","yearly",106605.0,260590.0,"USD",True,"","","","","","https://www.indeed.com/cmp/CVS-Health","https://jobs.cvshealth.com","Woonsocket, RI","10,000+","more than $10B (USD)","","","","","","","indeed","Boston, MA","junior software engineer"
"in-a54d7f437d8c5b0f","indeed","https://www.indeed.com/viewjob?jk=a54d7f437d8c5b0f","https://grnh.se/sgc0j1k23us","Technical Product Associate, Lifecycle","Sleep Doctor","Seattle, WA, US","2026-07-14","contract","direct_data","hourly",45.0,55.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Sleep-Doctor","","","","","","","","","","","indeed","Seattle, WA","software engineer internship"
"in-e8bd44b8c2018125","indeed","https://www.indeed.com/viewjob?jk=e8bd44b8c2018125","https://grnh.se/vzswjpj61us","Associate Solution Engineer - Mixed Industries - Commercial (West)","Talkdesk","San Francisco, CA, US","2026-07-13","","","","","","",True,"","","","Talent@talkdesk.com","","https://www.indeed.com/cmp/Talkdesk","http://www.talkdesk.com","San Francisco, CA","1,001 to 5,000","Decline to state","","","","","","","indeed","San Francisco, CA","software engineer internship"
"in-a4c1b7955b07ed2d","indeed","https://www.indeed.com/viewjob?jk=a4c1b7955b07ed2d","https://grnh.se/8fkjvhrh5us","Senior Software Engineer","Re:Build Manufacturing","Seattle, WA, US","2026-07-13","","direct_data","yearly",143000.0,214000.0,"USD",True,"","","","accommodations.ta@ReBuildmanufacturing.com","","https://www.indeed.com/cmp/Re-Build-Manufacturing","https://www.rebuildmanufacturing.com","Framingham, MA","1,001 to 5,000","","","","","","","","indeed","Seattle, WA","junior software engineer"
"li-4438398570","linkedin","https://www.linkedin.com/jobs/view/4438398570","","Cocos2d-x Junior Game Developer - Remote","YO IT Consulting","Seattle, WA","2026-07-11","","","","","","",True,"","","","","","https://ae.linkedin.com/company/yohritconsulting","","","","","","","","","","","linkedin","Seattle, WA","junior software engineer"
"li-4438399463","linkedin","https://www.linkedin.com/jobs/view/4438399463","","Cocos2d-x Junior Game Developer - Remote","YO IT Consulting","Boston, MA","2026-07-11","","","","","","",True,"","","","","","https://ae.linkedin.com/company/yohritconsulting","","","","","","","","","","","linkedin","Boston, MA","junior software engineer"
"in-4223c44c321ec09b","indeed","https://www.indeed.com/viewjob?jk=4223c44c321ec09b","https://grnh.se/d3qvpa904us","Senior DevOps Engineer – Infra Services","Five9","San Ramon, CA, US","2026-07-10","","direct_data","yearly",90700.0,252200.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Five9","http://www.five9.com","San Ramon, CA","1,001 to 5,000","$100M to $500M (USD)","","","","","","","indeed","San Francisco, CA","junior software engineer"
"in-2a2086eb7f335ed1","indeed","https://www.indeed.com/viewjob?jk=2a2086eb7f335ed1","https://grnh.se/8aracuol9us","Mechanical Engineer - Mission Critical Data Centers Specialized","Woolpert","New York, NY, US","2026-07-10","","direct_data","yearly",87100.0,108900.0,"USD",True,"","","","askhr@woolpert.com, recruiting@woolpert.com","","https://www.indeed.com/cmp/Woolpert","http://woolpert.com","","Decline to state","Decline to state","","","","","","","indeed","New York, NY","junior software engineer"
"in-3db799ac8edfc8df","indeed","https://www.indeed.com/viewjob?jk=3db799ac8edfc8df","https://grnh.se/2yonx7q74us","Senior OpenStack DevOps Engineer","Five9","San Ramon, CA, US","2026-07-10","","direct_data","yearly",90700.0,252200.0,"USD",True,"","","","","","https://www.indeed.com/cmp/Five9","http://www.five9.com","San Ramon, CA","1,001 to 5,000","$100M to $500M (USD)","","","","","","","indeed","San Francisco, CA","junior software engineer"
